Ticker,Stock Name,Trade Date,Trade Time,Trade Size,Execution Time (ms),Trade Direction, Trade Price ,Exchange,Order type
JPM,JP Morgan Chase & Co.,1/17/2024,11:13:50,436,946,BUY,$138.07 ,NYSE,MKT
AAPL,Apple Inc.,12/12/2023,14:13:37,901,956,SELL,$161.91 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/19/2024,14:46:26,309,971,BUY,$218.78 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,10:15:40,965,641,BUY,$115.64 ,NYSE,MKT
CAT,Caterpillar Inc.,12/29/2023,14:49:33,702,247,BUY,$192.72 ,NYSE,MKT
AAPL,Apple Inc.,12/28/2023,12:46:52,404,926,SELL,$139.14 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/8/2024,15:27:08,992,907,SELL,$244.45 ,NYSE,MKT
AAPL,Apple Inc.,12/27/2023,11:07:12,963,317,BUY,$194.24 ,NASDAQ,MKT
AAPL,Apple Inc.,12/14/2023,10:27:35,976,924,BUY,$196.92 ,NASDAQ,MKT
AAPL,Apple Inc.,12/27/2023,15:23:00,284,712,BUY,$197.35 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/19/2023,12:07:49,560,920,SELL,$102.50 ,NYSE,MKT
AAPL,Apple Inc.,1/4/2024,9:49:09,331,980,BUY,$184.40 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/12/2023,14:34:46,477,735,SELL,$198.17 ,NYSE,MKT
CAT,Caterpillar Inc.,12/15/2023,14:47:50,365,221,SELL,$235.94 ,NYSE,MKT
AAPL,Apple Inc.,12/14/2023,9:31:37,681,902,BUY,$137.28 ,NASDAQ,MKT
AAPL,Apple Inc.,12/19/2023,14:24:47,113,498,SELL,$187.62 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/2/2024,11:09:18,687,513,SELL,$189.34 ,NYSE,MKT
CAT,Caterpillar Inc.,1/1/2024,10:05:40,273,173,BUY,$182.35 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/2/2024,15:26:32,593,840,BUY,$145.22 ,NYSE,MKT
CAT,Caterpillar Inc.,12/26/2023,9:55:12,37,606,BUY,$177.07 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/15/2024,11:59:15,356,483,BUY,$118.84 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/19/2024,9:34:52,691,533,SELL,$141.11 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,10:43:55,17,813,BUY,$110.70 ,NYSE,MKT
CAT,Caterpillar Inc.,1/8/2024,9:30:18,734,709,SELL,$233.51 ,NYSE,MKT
CAT,Caterpillar Inc.,1/15/2024,9:25:04,820,685,BUY,$246.11 ,NYSE,MKT
AAPL,Apple Inc.,1/23/2024,11:09:54,682,566,SELL,$157.61 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/4/2024,15:56:24,81,993,SELL,$187.17 ,NYSE,MKT
CAT,Caterpillar Inc.,12/15/2023,11:32:02,993,326,SELL,$239.00 ,NYSE,MKT
AAPL,Apple Inc.,12/29/2023,15:04:27,343,151,SELL,$184.66 ,NASDAQ,MKT
AAPL,Apple Inc.,12/27/2023,15:03:53,51,207,SELL,$149.79 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/12/2023,11:50:13,527,906,BUY,$139.33 ,NYSE,MKT
AAPL,Apple Inc.,12/12/2023,15:09:06,633,630,BUY,$182.41 ,NASDAQ,MKT
AAPL,Apple Inc.,12/15/2023,14:58:56,562,278,BUY,$150.70 ,NASDAQ,MKT
AAPL,Apple Inc.,12/25/2023,14:33:50,430,241,BUY,$160.18 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/25/2023,15:09:38,312,459,SELL,$169.43 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,13:02:04,643,524,SELL,$158.25 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,12:12:19,196,806,BUY,$150.05 ,NYSE,MKT
AAPL,Apple Inc.,12/27/2023,9:47:29,742,646,BUY,$167.28 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/23/2024,12:06:06,236,339,BUY,$182.29 ,NYSE,MKT
AAPL,Apple Inc.,12/13/2023,14:29:36,18,830,BUY,$142.87 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/14/2023,9:44:58,806,264,BUY,$163.23 ,NYSE,MKT
AAPL,Apple Inc.,12/27/2023,9:55:23,181,409,SELL,$143.42 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/10/2024,11:39:29,198,191,SELL,$177.92 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/18/2023,12:04:35,362,194,BUY,$122.12 ,NYSE,MKT
CAT,Caterpillar Inc.,12/12/2023,12:17:01,541,921,BUY,$169.32 ,NYSE,MKT
CAT,Caterpillar Inc.,1/4/2024,14:35:45,674,588,SELL,$154.30 ,NYSE,MKT
CAT,Caterpillar Inc.,1/17/2024,11:58:35,343,245,BUY,$195.59 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,11:39:33,575,119,BUY,$142.27 ,NYSE,MKT
AAPL,Apple Inc.,1/5/2024,10:10:58,804,432,BUY,$177.17 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/12/2023,14:18:54,394,124,SELL,$206.37 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/28/2023,10:09:29,106,951,BUY,$152.54 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/2/2024,9:42:21,966,424,SELL,$106.66 ,NYSE,MKT
AAPL,Apple Inc.,12/14/2023,12:44:22,722,658,SELL,$154.49 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/13/2023,9:26:41,234,157,SELL,$125.65 ,NYSE,MKT
CAT,Caterpillar Inc.,1/9/2024,9:30:47,151,395,BUY,$217.11 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/12/2023,12:39:32,851,577,BUY,$142.82 ,NYSE,MKT
AAPL,Apple Inc.,12/25/2023,11:47:14,316,383,SELL,$148.03 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/27/2023,12:37:28,850,371,BUY,$187.02 ,NYSE,MKT
CAT,Caterpillar Inc.,12/15/2023,9:53:45,73,184,BUY,$190.62 ,NYSE,MKT
AAPL,Apple Inc.,1/4/2024,13:12:21,430,710,BUY,$166.21 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/22/2023,13:26:16,961,262,BUY,$130.82 ,NYSE,MKT
CAT,Caterpillar Inc.,1/18/2024,15:42:02,981,309,SELL,$162.56 ,NYSE,MKT
CAT,Caterpillar Inc.,12/27/2023,13:34:28,901,280,SELL,$174.22 ,NYSE,MKT
CAT,Caterpillar Inc.,12/20/2023,10:23:37,477,613,BUY,$153.45 ,NYSE,MKT
CAT,Caterpillar Inc.,1/9/2024,11:52:29,526,524,BUY,$160.54 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/10/2024,9:14:02,888,634,SELL,$158.85 ,NYSE,MKT
CAT,Caterpillar Inc.,1/9/2024,15:11:12,597,242,BUY,$155.22 ,NYSE,MKT
AAPL,Apple Inc.,12/15/2023,15:04:12,735,832,BUY,$172.23 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/22/2023,9:23:23,585,895,BUY,$100.20 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/21/2023,15:13:34,495,339,BUY,$114.57 ,NYSE,MKT
AAPL,Apple Inc.,1/1/2024,10:42:25,473,334,SELL,$187.81 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/19/2024,12:48:13,388,552,SELL,$137.27 ,NYSE,MKT
AAPL,Apple Inc.,1/12/2024,9:56:28,605,660,SELL,$180.23 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,9:10:58,391,532,BUY,$132.96 ,NYSE,MKT
AAPL,Apple Inc.,12/25/2023,11:24:22,640,291,BUY,$133.06 ,NASDAQ,MKT
AAPL,Apple Inc.,12/15/2023,11:22:04,320,512,SELL,$197.58 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/15/2023,13:34:06,709,311,BUY,$177.03 ,NYSE,MKT
AAPL,Apple Inc.,1/23/2024,9:45:52,311,342,SELL,$160.01 ,NASDAQ,MKT
AAPL,Apple Inc.,12/20/2023,9:32:20,760,200,SELL,$154.90 ,NASDAQ,MKT
AAPL,Apple Inc.,1/9/2024,13:43:34,510,309,BUY,$185.87 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/11/2024,9:05:40,173,677,SELL,$247.59 ,NYSE,MKT
CAT,Caterpillar Inc.,12/15/2023,9:35:39,15,387,SELL,$226.75 ,NYSE,MKT
AAPL,Apple Inc.,12/18/2023,12:53:40,805,128,SELL,$174.52 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/12/2024,10:12:57,922,890,SELL,$103.55 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/17/2024,14:55:38,931,645,SELL,$108.24 ,NYSE,MKT
AAPL,Apple Inc.,1/18/2024,10:27:11,235,929,BUY,$154.13 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/23/2024,9:45:54,852,717,SELL,$179.22 ,NYSE,MKT
AAPL,Apple Inc.,1/8/2024,9:56:56,266,215,SELL,$136.24 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/19/2024,14:09:40,701,362,BUY,$148.16 ,NYSE,MKT
AAPL,Apple Inc.,12/12/2023,15:42:32,266,350,BUY,$148.01 ,NASDAQ,MKT
AAPL,Apple Inc.,1/11/2024,12:16:19,877,900,BUY,$133.93 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/18/2023,12:03:44,732,619,SELL,$237.93 ,NYSE,MKT
CAT,Caterpillar Inc.,1/8/2024,10:36:35,945,573,BUY,$248.21 ,NYSE,MKT
AAPL,Apple Inc.,1/17/2024,10:04:23,340,302,SELL,$197.52 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/23/2024,12:53:16,752,934,SELL,$115.49 ,NYSE,MKT
CAT,Caterpillar Inc.,1/22/2024,11:18:32,319,797,SELL,$243.12 ,NYSE,MKT
CAT,Caterpillar Inc.,1/19/2024,13:36:27,242,659,SELL,$238.73 ,NYSE,MKT
CAT,Caterpillar Inc.,12/25/2023,14:00:09,208,340,BUY,$199.22 ,NYSE,MKT
AAPL,Apple Inc.,12/21/2023,13:53:36,437,116,BUY,$142.89 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/14/2023,10:54:48,612,187,BUY,$156.73 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,14:16:33,269,462,BUY,$113.43 ,NYSE,MKT
AAPL,Apple Inc.,12/13/2023,13:31:35,627,917,SELL,$140.94 ,NASDAQ,MKT
AAPL,Apple Inc.,1/1/2024,9:13:16,731,666,BUY,$151.40 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/18/2023,11:31:36,208,257,BUY,$169.10 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,13:24:26,96,866,BUY,$158.95 ,NYSE,MKT
AAPL,Apple Inc.,1/9/2024,12:49:56,540,131,BUY,$195.88 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/11/2024,9:52:35,393,471,BUY,$130.83 ,NYSE,MKT
CAT,Caterpillar Inc.,1/18/2024,13:41:39,122,409,SELL,$153.95 ,NYSE,MKT
CAT,Caterpillar Inc.,1/19/2024,13:54:35,783,112,SELL,$165.65 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/21/2023,9:43:10,252,998,BUY,$123.24 ,NYSE,MKT
CAT,Caterpillar Inc.,12/18/2023,9:17:35,439,814,BUY,$232.59 ,NYSE,MKT
AAPL,Apple Inc.,1/16/2024,9:58:26,138,776,BUY,$164.36 ,NASDAQ,MKT
AAPL,Apple Inc.,1/15/2024,13:30:26,444,604,SELL,$183.28 ,NASDAQ,MKT
AAPL,Apple Inc.,12/13/2023,11:32:18,192,949,SELL,$184.36 ,NASDAQ,MKT
AAPL,Apple Inc.,1/19/2024,10:33:10,395,744,SELL,$155.86 ,NASDAQ,MKT
AAPL,Apple Inc.,12/19/2023,13:53:10,672,916,SELL,$192.05 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/1/2024,11:51:31,59,834,SELL,$212.58 ,NYSE,MKT
AAPL,Apple Inc.,12/27/2023,15:45:55,826,547,BUY,$161.67 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/12/2023,11:51:39,837,363,SELL,$180.13 ,NYSE,MKT
AAPL,Apple Inc.,12/21/2023,15:34:42,258,923,BUY,$154.94 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/22/2023,12:34:22,232,949,BUY,$153.94 ,NYSE,MKT
AAPL,Apple Inc.,1/10/2024,10:25:19,842,587,SELL,$141.09 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/22/2023,11:15:37,791,506,SELL,$194.26 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,9:26:15,60,630,SELL,$159.12 ,NYSE,MKT
CAT,Caterpillar Inc.,1/12/2024,12:31:01,755,148,BUY,$219.63 ,NYSE,MKT
CAT,Caterpillar Inc.,12/15/2023,11:50:18,814,560,BUY,$193.02 ,NYSE,MKT
CAT,Caterpillar Inc.,1/9/2024,11:08:08,415,514,SELL,$198.52 ,NYSE,MKT
CAT,Caterpillar Inc.,12/18/2023,13:48:38,107,550,BUY,$233.03 ,NYSE,MKT
CAT,Caterpillar Inc.,1/5/2024,15:27:37,549,333,SELL,$239.69 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/15/2023,11:31:17,132,430,BUY,$154.26 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/20/2023,10:38:19,928,839,BUY,$123.19 ,NYSE,MKT
AAPL,Apple Inc.,12/26/2023,9:12:34,441,745,SELL,$197.78 ,NASDAQ,MKT
AAPL,Apple Inc.,12/28/2023,12:06:15,492,229,SELL,$168.94 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/12/2023,9:31:53,619,286,SELL,$122.46 ,NYSE,MKT
CAT,Caterpillar Inc.,1/1/2024,10:55:21,915,895,SELL,$178.03 ,NYSE,MKT
CAT,Caterpillar Inc.,1/10/2024,13:18:16,108,763,BUY,$156.92 ,NYSE,MKT
CAT,Caterpillar Inc.,1/22/2024,13:39:05,971,142,BUY,$159.56 ,NYSE,MKT
AAPL,Apple Inc.,12/18/2023,15:13:16,429,448,BUY,$141.35 ,NASDAQ,MKT
AAPL,Apple Inc.,1/17/2024,14:55:06,871,153,BUY,$159.72 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/12/2023,10:52:15,815,723,SELL,$150.55 ,NYSE,MKT
AAPL,Apple Inc.,1/4/2024,11:14:52,937,579,BUY,$149.54 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/13/2023,9:36:48,965,743,BUY,$205.85 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/29/2023,13:11:45,15,431,SELL,$102.89 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,15:10:27,61,826,BUY,$106.38 ,NYSE,MKT
CAT,Caterpillar Inc.,12/26/2023,13:17:16,910,481,BUY,$247.97 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/19/2024,12:42:45,652,323,BUY,$153.07 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/1/2024,11:11:33,72,144,BUY,$112.76 ,NYSE,MKT
AAPL,Apple Inc.,1/19/2024,14:56:21,65,375,BUY,$170.08 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/15/2023,13:05:19,442,544,BUY,$129.53 ,NYSE,MKT
AAPL,Apple Inc.,12/18/2023,15:53:20,865,902,SELL,$199.09 ,NASDAQ,MKT
AAPL,Apple Inc.,1/8/2024,15:23:26,328,349,SELL,$196.51 ,NASDAQ,MKT
AAPL,Apple Inc.,12/29/2023,14:32:45,65,231,SELL,$130.37 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/12/2023,10:28:29,222,829,BUY,$217.03 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/23/2024,11:33:22,567,402,BUY,$144.93 ,NYSE,MKT
AAPL,Apple Inc.,1/4/2024,9:15:08,112,507,BUY,$176.67 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/22/2023,10:20:38,981,260,BUY,$227.28 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/17/2024,11:38:36,726,261,SELL,$135.50 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/12/2024,13:35:54,160,274,SELL,$126.32 ,NYSE,MKT
AAPL,Apple Inc.,1/9/2024,13:23:59,625,145,BUY,$131.56 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/28/2023,12:21:31,344,123,SELL,$158.44 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/2/2024,9:11:11,559,725,BUY,$150.70 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/26/2023,11:54:35,907,109,BUY,$156.11 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/10/2024,14:13:12,228,453,BUY,$159.85 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/5/2024,13:28:08,492,813,BUY,$153.63 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,11:22:12,777,195,SELL,$123.57 ,NYSE,MKT
AAPL,Apple Inc.,1/17/2024,12:35:12,731,883,SELL,$137.86 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/26/2023,12:02:54,126,723,SELL,$143.46 ,NYSE,MKT
CAT,Caterpillar Inc.,1/22/2024,13:52:42,878,584,SELL,$223.51 ,NYSE,MKT
CAT,Caterpillar Inc.,1/22/2024,15:42:17,573,354,SELL,$197.54 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/8/2024,13:49:46,477,290,SELL,$138.27 ,NYSE,MKT
AAPL,Apple Inc.,12/22/2023,13:12:28,475,214,SELL,$178.74 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/25/2023,11:55:17,331,954,BUY,$163.04 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,15:20:40,433,612,BUY,$109.66 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/19/2023,9:39:13,395,205,BUY,$159.52 ,NYSE,MKT
CAT,Caterpillar Inc.,1/15/2024,15:51:16,450,810,SELL,$209.39 ,NYSE,MKT
AAPL,Apple Inc.,12/26/2023,9:20:33,558,695,BUY,$172.63 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/29/2023,10:53:07,960,172,SELL,$201.94 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/8/2024,10:59:06,18,655,SELL,$137.38 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/1/2024,12:33:18,782,439,SELL,$158.01 ,NYSE,MKT
AAPL,Apple Inc.,12/12/2023,12:13:15,737,344,SELL,$174.75 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/12/2024,10:25:39,355,414,SELL,$106.85 ,NYSE,MKT
CAT,Caterpillar Inc.,1/1/2024,10:57:11,819,838,BUY,$209.02 ,NYSE,MKT
AAPL,Apple Inc.,1/19/2024,11:37:19,47,352,SELL,$184.20 ,NASDAQ,MKT
AAPL,Apple Inc.,1/4/2024,15:02:22,783,417,SELL,$189.27 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/29/2023,13:48:11,618,296,SELL,$132.07 ,NYSE,MKT
CAT,Caterpillar Inc.,1/10/2024,11:48:45,225,688,BUY,$248.04 ,NYSE,MKT
CAT,Caterpillar Inc.,12/15/2023,9:23:45,844,209,BUY,$203.13 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,10:44:20,791,368,SELL,$126.14 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/9/2024,15:59:06,323,130,SELL,$110.64 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,14:32:48,431,859,SELL,$124.93 ,NYSE,MKT
AAPL,Apple Inc.,12/15/2023,14:30:51,721,712,SELL,$139.57 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,11:33:51,968,652,SELL,$129.74 ,NYSE,MKT
AAPL,Apple Inc.,12/19/2023,12:39:36,985,118,SELL,$186.21 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/14/2023,14:39:38,383,577,SELL,$244.44 ,NYSE,MKT
CAT,Caterpillar Inc.,1/1/2024,14:34:26,301,340,SELL,$194.63 ,NYSE,MKT
CAT,Caterpillar Inc.,1/18/2024,12:54:17,221,751,BUY,$171.74 ,NYSE,MKT
CAT,Caterpillar Inc.,12/12/2023,12:33:07,147,520,BUY,$228.16 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/28/2023,12:13:01,85,274,SELL,$112.99 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,9:35:38,222,759,SELL,$130.65 ,NYSE,MKT
CAT,Caterpillar Inc.,12/29/2023,14:58:26,608,962,SELL,$187.15 ,NYSE,MKT
CAT,Caterpillar Inc.,1/16/2024,11:17:03,474,777,SELL,$168.62 ,NYSE,MKT
CAT,Caterpillar Inc.,1/5/2024,13:48:13,440,756,BUY,$173.47 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/27/2023,12:21:32,586,167,BUY,$124.23 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/9/2024,13:10:02,530,379,SELL,$156.65 ,NYSE,MKT
CAT,Caterpillar Inc.,12/25/2023,9:36:34,884,566,SELL,$224.76 ,NYSE,MKT
CAT,Caterpillar Inc.,12/28/2023,9:56:52,599,967,SELL,$224.53 ,NYSE,MKT
CAT,Caterpillar Inc.,1/16/2024,11:48:45,810,719,BUY,$239.58 ,NYSE,MKT
CAT,Caterpillar Inc.,1/1/2024,15:39:34,213,784,BUY,$225.44 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/15/2023,13:02:57,314,830,SELL,$120.94 ,NYSE,MKT
AAPL,Apple Inc.,1/9/2024,14:31:45,115,986,SELL,$186.30 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/26/2023,14:12:13,983,192,BUY,$116.73 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,12:39:23,964,779,BUY,$125.56 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,10:45:20,706,368,SELL,$125.92 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/20/2023,9:28:09,994,828,SELL,$139.27 ,NYSE,MKT
AAPL,Apple Inc.,1/2/2024,13:10:04,273,201,SELL,$148.55 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/22/2024,12:45:28,208,635,SELL,$119.19 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/18/2023,12:12:34,14,283,BUY,$151.64 ,NYSE,MKT
AAPL,Apple Inc.,1/4/2024,9:48:24,254,120,SELL,$180.98 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/18/2023,9:08:04,912,251,SELL,$141.33 ,NYSE,MKT
AAPL,Apple Inc.,1/12/2024,11:11:16,251,309,BUY,$185.89 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/18/2023,10:29:53,697,609,SELL,$243.26 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/14/2023,11:47:15,374,811,SELL,$159.54 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/18/2023,12:54:58,894,627,BUY,$113.97 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/12/2023,12:47:16,736,675,BUY,$146.63 ,NYSE,MKT
AAPL,Apple Inc.,1/2/2024,13:56:46,62,414,BUY,$194.40 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/27/2023,12:52:39,592,307,SELL,$234.60 ,NYSE,MKT
CAT,Caterpillar Inc.,12/22/2023,9:28:35,993,275,BUY,$174.16 ,NYSE,MKT
AAPL,Apple Inc.,1/1/2024,10:38:41,526,668,BUY,$155.13 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/19/2023,11:39:45,953,482,BUY,$129.28 ,NYSE,MKT
AAPL,Apple Inc.,1/2/2024,10:29:26,648,912,BUY,$164.32 ,NASDAQ,MKT
AAPL,Apple Inc.,12/14/2023,9:56:55,977,753,BUY,$189.58 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/9/2024,14:03:39,464,827,SELL,$249.61 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/22/2024,13:21:44,789,749,SELL,$126.67 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/19/2023,14:55:10,585,776,BUY,$146.91 ,NYSE,MKT
CAT,Caterpillar Inc.,12/29/2023,10:38:08,689,572,BUY,$220.23 ,NYSE,MKT
CAT,Caterpillar Inc.,12/15/2023,14:24:38,751,937,BUY,$168.20 ,NYSE,MKT
AAPL,Apple Inc.,12/28/2023,12:22:48,543,605,SELL,$148.68 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/27/2023,10:55:19,176,197,BUY,$141.92 ,NYSE,MKT
CAT,Caterpillar Inc.,1/1/2024,10:04:21,899,236,SELL,$225.57 ,NYSE,MKT
CAT,Caterpillar Inc.,1/2/2024,15:06:58,833,254,BUY,$167.38 ,NYSE,MKT
CAT,Caterpillar Inc.,12/14/2023,12:05:27,107,851,BUY,$217.99 ,NYSE,MKT
CAT,Caterpillar Inc.,12/18/2023,15:48:14,401,947,SELL,$217.47 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,13:51:43,74,143,SELL,$116.08 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/27/2023,13:55:37,504,541,SELL,$120.66 ,NYSE,MKT
CAT,Caterpillar Inc.,12/21/2023,9:49:14,488,284,SELL,$191.83 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,10:32:40,931,858,BUY,$105.06 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,15:19:06,295,241,SELL,$102.33 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,9:28:45,195,778,BUY,$134.66 ,NYSE,MKT
AAPL,Apple Inc.,12/20/2023,13:27:49,107,706,SELL,$147.74 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,11:31:51,233,747,BUY,$109.05 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/12/2023,14:28:31,744,508,SELL,$143.02 ,NYSE,MKT
AAPL,Apple Inc.,1/19/2024,14:42:27,772,676,SELL,$177.54 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/8/2024,14:08:14,33,294,BUY,$114.89 ,NYSE,MKT
CAT,Caterpillar Inc.,12/14/2023,12:58:47,773,330,SELL,$249.09 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/13/2023,13:17:58,274,626,BUY,$101.08 ,NYSE,MKT
AAPL,Apple Inc.,1/12/2024,14:58:00,549,912,SELL,$173.65 ,NASDAQ,MKT
AAPL,Apple Inc.,1/2/2024,10:50:22,156,208,SELL,$171.67 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/2/2024,13:58:20,178,374,BUY,$203.46 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/8/2024,13:25:07,491,307,BUY,$109.91 ,NYSE,MKT
CAT,Caterpillar Inc.,12/28/2023,10:09:25,125,341,SELL,$197.37 ,NYSE,MKT
CAT,Caterpillar Inc.,1/17/2024,14:49:29,416,292,SELL,$178.51 ,NYSE,MKT
CAT,Caterpillar Inc.,1/22/2024,9:47:13,758,722,SELL,$207.35 ,NYSE,MKT
